absoluteIndex,description,rowpos,rowneg,fp_type,colnam
8395,[CH1][CH2][CH2][CH2][CH0](=[OH0])[OH1],3021,2146,customMadeSMARTS,Un8395
8396,[CH1][CH2][CH0](=[OH0])[NH2],3022,2147,customMadeSMARTS,Un8396
8397,[CH1][CH2][CH0][CH3],3023,2148,customMadeSMARTS,Un8397
8399,[CH0][CH0](=[OH0])[OH1],3024,2150,customMadeSMARTS,Un8399
8400,[CH0]([CH1])[CH0](=[OH0])[OH0][CH3],3025,2151,customMadeSMARTS,Un8400
8401,[CH1][CH2][CH2][CH0][OH1],3026,2152,customMadeSMARTS,Un8401
8402,[CH0]([CH2][OH1])[OH0][CH1],3027,2153,customMadeSMARTS,Un8402
8403,[CH1][CH2][CH1],3028,2154,customMadeSMARTS,Un8403
8405,[CH1][CH2][CH2][CH1],3030,2155,customMadeSMARTS,Un8405
8406,[CH1]c,3031,2156,customMadeSMARTS,Un8406
8407,[CH1][CH2][OH0][CH1],3032,2157,customMadeSMARTS,Un8407
8408,[CH1][CH1]([CH2][CH1])[CH1],3033,2158,customMadeSMARTS,Un8408
8409,[CH2]([CH2][CH0](=[OH0])[OH1])[CH1],3034,2159,customMadeSMARTS,Un8409
8410,c[CH0][OH1],3035,2160,customMadeSMARTS,Un8410
8411,[CH3][OH0][CH0](=[OH0])c,3036,2161,customMadeSMARTS,Un8411
8412,[CH1][CH0](=[OH0])[OH0][CH1],3037,2162,customMadeSMARTS,Un8412
8413,[CH0][CH2][OH1],3038,2163,customMadeSMARTS,Un8413
8414,[NH0][CH0](=[OH0])[CH1],3039,2164,customMadeSMARTS,Un8414
8415,[CH1][CH2][CH0](=[OH0])[OH1],3040,2165,customMadeSMARTS,Un8415
8416,[CH0]([CH1])c,3041,2166,customMadeSMARTS,Un8416
8417,[CH1][CH2][CH2][CH2][CH2][NH2],3042,2167,customMadeSMARTS,Un8417
8420,[CH0][CH0](=[OH0])[OH0][CH1],3045,2168,customMadeSMARTS,Un8420
8421,c[CH0],3046,2169,customMadeSMARTS,Un8421
8422,[CH1][CH2][CH1]=[CH0],3047,2170,customMadeSMARTS,Un8422
8423,[CH1][CH1]([CH3])[OH0][CH1],3048,2171,customMadeSMARTS,Un8423
8424,c[CH0](=[OH0])[OH0][CH1],3049,2172,customMadeSMARTS,Un8424
8426,c[CH0](=[OH0])c,3051,2173,customMadeSMARTS,Un8426
8427,[CH1][CH2][CH2][CH0],3052,2174,customMadeSMARTS,Un8427
8428,[CH0][CH1],3053,2175,customMadeSMARTS,Un8428
8431,[CH1][NH0],3055,2176,customMadeSMARTS,Un8431
8432,[CH1][CH2][CH0](=[OH0])c,3056,2177,customMadeSMARTS,Un8432
8433,[CH0][CH0],3057,2178,customMadeSMARTS,Un8433
8434,[CH1][CH2][CH0],3058,2179,customMadeSMARTS,Un8434
8436,c[CH0](=[OH0])[CH1],3059,2180,customMadeSMARTS,Un8436
8437,c[CH1]=[CH1][CH0],3060,2181,customMadeSMARTS,Un8437
8438,[NH0]c,3061,2182,customMadeSMARTS,Un8438
8439,[CH1][CH2][OH0][PH0](=[OH0])([OH1])[OH1],3062,2183,customMadeSMARTS,Un8439
8440,c[OH0][CH0],3063,2184,customMadeSMARTS,Un8440
8441,[CH0][CH0][CH3],3064,2185,customMadeSMARTS,Un8441
8443,[CH3][CH1]([CH3])[CH1],3065,2186,customMadeSMARTS,Un8443
8444,c[CH1]=[OH0],3066,2187,customMadeSMARTS,Un8444
8445,[CH3][CH2][CH2][CH2][CH2][CH1]=[CH1][CH2][CH1],3067,2188,customMadeSMARTS,Un8445
8446,c[OH0][CH2][CH0],3068,2189,customMadeSMARTS,Un8446
8447,[CH0]([CH1])[OH1],3069,2190,customMadeSMARTS,Un8447
8448,c[CH1]=[CH1][CH0](=[OH0])[OH0][CH1],3070,2191,customMadeSMARTS,Un8448
8450,[CH3][CH0](=[OH0])[NH1][CH1],3072,2192,customMadeSMARTS,Un8450
8451,[CH0](c)c,3073,2193,customMadeSMARTS,Un8451
8453,[CH0][NH2],3075,2194,customMadeSMARTS,Un8453
8454,[CH0]([CH0])[OH1],3076,2195,customMadeSMARTS,Un8454
8455,[CH0][NH1]c,3077,2196,customMadeSMARTS,Un8455
8456,[CH0]([CH3])[OH0][CH1],3078,2197,customMadeSMARTS,Un8456
8457,[CH3][OH0][CH0][CH0],3079,2198,customMadeSMARTS,Un8457
8460,c[CH0](=[OH0])[OH1],3082,2199,customMadeSMARTS,Un8460
8461,[CH1][OH0][CH0](=[OH0])[CH3],3083,2200,customMadeSMARTS,Un8461
8468,[CH1]([CH1][OH0][CH1]-1~[#7])([CH1]-1~[#8])~[#8],3085,2202,ringsystems,Un8468
8480,c(:c(:c(:c:c:1):o:c:c:2):c:2):c:1,3089,2204,ringsystems,Un8480
8483,C(C(C(C(C-1~[#8])~[#8])~[#8])~[#8])(C-1~[#8])~[#8],3091,2205,ringsystems,Un8483
8484,c(:c:o:c(:c:c(:c:c:1~[#8])~[#8]):c:1:2):c:2~[#8],3092,2206,ringsystems,Un8484
8486,c(:c(:c:c:c:1~[#17])~[#8]):c:1~[#8],3093,2207,ringsystems,Un8486
8489,c(:c(:n:c(:n:1)~[#8])~[#7])(:c:1~[#8])~[#7],3095,2208,ringsystems,Un8489
8491,c(:c(:c:c:c:1)~[#8]):c:1,3096,2209,ringsystems,Un8491
8494,C(CC(OC=1)~[#8])C=1,3099,2210,ringsystems,Un8494
8495,c(:c:c:c:c:1:c:c:n:2):c:1:2,3100,2211,ringsystems,Un8495
8496,c(:c(:c:c:c:1)~[#16]):c:1,3101,2212,ringsystems,Un8496
8497,[CH1]([CH1][CH1]([CH2]-1)~[#8])[CH1]-1~[#8],3102,2213,ringsystems,Un8497
8498,c(:c:o:c:c:1):c:1~[#8],3103,2214,ringsystems,Un8498
8501,c(:c(:n:c(:n:1)~[#7])~[#7]):c:1~[#8],3104,2215,ringsystems,Un8501
8502,C(CCC(C-1CCC-2)C-2)(C-1CC=C-3C(C(CC-4)CCC-5)C-5)C-3-4,3105,2216,ringsystems,Un8502
8505,c(:c:c(:c:n:n:1):c:1:c:2):c:2,3107,2217,ringsystems,Un8505
8516,c(:c(:c:c:c:1CCCO-2)~[#8]):c:1-2,3111,2218,ringsystems,Un8516
8521,C(CCOC-1~[#8])C-1,3112,2220,ringsystems,Un8521
8524,c(:c:c:c:c:1):c:1~[#7],3113,2221,ringsystems,Un8524
8529,c(:c:c:c(:c:1C(C-2)~[#8])N-2):c:1,3116,2222,ringsystems,Un8529
8539,c(:c(:c(:c:c:1)~[#8])~[#8])(:c:1)~[#8],3118,2226,ringsystems,Un8539
8540,C(CCC-1)(C-1)~[#8],3119,2227,ringsystems,Un8540
8541,c(:c(:c:c(:c:1)~[#8])~[#8])(:c:1~[#8])~[#8],3120,2228,ringsystems,Un8541
8542,c(:n:c:c:1):n:1,3121,2229,ringsystems,Un8542
8546,c(:n:c:n:1):n:1,3125,2230,ringsystems,Un8546
8547,C(C(C(OC-1)~[#8])~[#7])(C-1~[#8])~[#8],3126,2231,ringsystems,Un8547
8553,[CH1]([CH2][CH2][CH0][CH1]-1)[CH1]-1,3129,2232,ringsystems,Un8553
8556,c(:c(:c:c:c:1:c:c:c(:o:2)~[#8])~[#8]):c:1:2,3130,2233,ringsystems,Un8556
8558,c(:n:c:n:c:1~[#7])(:c:1)~[#7],3131,2234,ringsystems,Un8558
8559,n(:c:c:c:c:1):c:1,3132,2235,ringsystems,Un8559
8563,C(COC-1)C-1,3135,2236,ringsystems,Un8563
8566,C(CCCC-1CC(CC-2)~[#8])C-1-2,3136,2238,ringsystems,Un8566
8568,C(C(COC-1)~[#8])(C-1~[#8])~[#8],3137,2239,ringsystems,Un8568
8575,c(:c:o:c(:c:c(:c:c:1~[#8])~[#8]):c:1:2)(:c:2)~[#8],3139,2241,ringsystems,Un8575
8581,[CH1]([CH0][CH2][CH2][CH2]-1)[CH0]-1,3141,2243,ringsystems,Un8581
8582,c(:c(:c:c(:c:1[CH0]([CH1][CH1][OH0]-2)~[#8])~[#8])~[#8]):c:1-2,3142,2244,ringsystems,Un8582
8584,C(CCC(C-1CCC-2CCC-3)C-2-3)C-1,3143,2245,ringsystems,Un8584
8585,c(:c:c:n:c:1~[#8]):n:1,3144,2246,ringsystems,Un8585
8587,n(:c:c:c(:c:1:c:c:c:c:2)~[#8]):c:1:2,3145,2247,ringsystems,Un8587
8588,[CH1]([CH1][CH1]([CH2]-1)~[#8])[CH0]-1~[#8],3146,2248,ringsystems,Un8588
8589,c(:c(:c:c(:c:1)~[#8])~[#8]):c:1~[#8],3147,2249,ringsystems,Un8589
8606,c(:c:c:c(CCCC-1):c-1:2):c:2,3150,2253,ringsystems,Un8606
8607,C(CCCC-1~[#8])(C-1)~[#8],3151,2254,ringsystems,Un8607
8610,[CH1]([CH2][CH1][OH0][CH1]-1)[CH1]-1,3152,2256,ringsystems,Un8610
8611,c(:c:c(:c(:c:c:c:o:1):c:1:2)~[#8])(:c:2)~[#8],3153,2257,ringsystems,Un8611
8618,[CH0]([CH1]([CH1]([CH1]=[CH1][OH0]-1)[CH1]-2~[#8])[CH1]-1~[#8])([CH1]-2-3)[OH0]-3,3156,2258,ringsystems,Un8618
8619,C(CCC(C-1CC(C-2~[#8])~[#8])C-2)(C-1CC=C-3C(C(CC-4)CCC-5)C-5)C-3-4,3157,2259,ringsystems,Un8619
8620,[CH0]([CH2][CH2][CH1][CH0]-1)[CH1]-1,3158,2260,ringsystems,Un8620
8632,C(CC(C-1)~[#8])C-1~[#8],3162,2262,ringsystems,Un8632
8635,c(:c:c:c(:c:1)~[#9])(:c:1)~[#7],3164,2263,ringsystems,Un8635
8637,C(COC-1)(C-1)~[#8],3165,2264,ringsystems,Un8637
8638,c(:n:c:n:c:1~[#7])(:c:1)~[#8],3166,2265,ringsystems,Un8638
8641,c(:c:c:n:c:1~[#7]):n:1,3167,2266,ringsystems,Un8641
8647,c(:c(:c(:c(:c:1)~[#8])[CH0]([CH2][CH1]-2)~[#8])[OH0]-2):c:1~[#8],3169,2267,ringsystems,Un8647
8648,C(CCCC-1~[#8])C-1,3170,2268,ringsystems,Un8648
8651,n(:c:c:c:1):c:1,3173,2269,ringsystems,Un8651
8655,c(:c:c(:n:c:1)~[#8]):n:1,3175,2270,ringsystems,Un8655
8663,c(:c:o:c(:c:c:c:c:1):c:1:2)(:c:2~[#8])~[#8],3177,2274,ringsystems,Un8663
8664,[CH1]([CH2][CH2][CH0][CH1]-1)[CH2]-1,3178,2275,ringsystems,Un8664
8670,[CH0]([CH1][CH2][CH2]-1)[CH0]-1~[#8],3180,2276,ringsystems,Un8670
8673,c(:n:c:n:c:1)(:c:1)~[#7],3183,2277,ringsystems,Un8673
8677,C(C(COc:1:c:c(:c:c:2)~[#8])~[#8])c:1:2,3185,2278,ringsystems,Un8677
8678,c(:c:c(:c(:c:1:c:c:c:2~[#8]):c:2)~[#8]):o:1,3186,2279,ringsystems,Un8678
8682,c(:c(:c:c:c:1~[#8])~[#8])(:c:1)~[#8],3189,2280,ringsystems,Un8682
8686,C(C=CCC-1CCCC-2)C-1-2,3190,2282,ringsystems,Un8686
8691,C(CCC(C-1CC(C-2CCC-3)~[#8])C-2-3)C-1,3193,2283,ringsystems,Un8691
8692,c(:c:c(:c(:c:1:c:c:c:2~[#8]):c:2~[#8])~[#8]):o:1,3194,2284,ringsystems,Un8692
8698,C(CCCC-1CCCC-2)C-1-2,3196,2285,ringsystems,Un8698
8706,[CH0]([CH2][CH2][CH1]([CH0]-1)~[#8])([CH1]-1[CH2][CH2][CH0]-2)[CH1]-2,3198,2286,ringsystems,Un8706
8710,C(CCC-1CCCC-2)C-1-2,3202,2287,ringsystems,Un8710
8723,C(CC(CC-1~[#8])~[#8])(C-1~[#8])~[#8],3210,2288,ringsystems,Un8723
8724,C(CC(C-1)~[#8])(O-1)~[#7],3211,2289,ringsystems,Un8724
8730,C(CC(CC-1~[#8])~[#8])O-1,3213,2290,ringsystems,Un8730
8736,c(:c:c:c:c:1OCCC-2~[#8])(:c:1-2)~[#8],3214,2291,ringsystems,Un8736
8740,C(CCC-1C(C(CC-2)C(C(C-3)CC(C-4)~[#8])C-4)C-3)C-1-2,3215,2292,ringsystems,Un8740
8743,c(:n:c(:n:c:1)~[#8])(:c:1)~[#7],3217,2293,ringsystems,Un8743
8749,C(C(C(C-1)~[#8])~[#8])O-1,3220,2294,ringsystems,Un8749
8750,[CH0]([CH1]([CH2][CH2][CH0]([CH1]-1[CH2][CH1]=[CH0]-2[CH1]([CH0]([CH2][CH2]-3)[CH2][CH2][CH0]-4)[CH2]-4)[CH0]-2-3)[CH0]-1[CH2][CH2]-5)[CH1]-5~[#8],3221,2295,ringsystems,Un8750
8751,[CH1]([CH0]-1)[OH0]-1,3222,2296,ringsystems,Un8751
8758,C(=COCC-1CCC-2)C-1-2,3225,2297,ringsystems,Un8758
8760,n(:c:n:c:1:c(:n:c:n:2)~[#7]):c:1:2,3226,2298,ringsystems,Un8760
8767,C(CCc(:c:c:c:c:1):c:1-2)O-2,3228,2299,ringsystems,Un8767
8770,c(:c:o:c(:c:1:c:c:c:2~[#8]):c:2)(:c:1~[#8])~[#8],3229,2300,ringsystems,Un8770
8772,[CH0](=[CH1][OH0][CH1][CH1]-1)[CH1]-1,3231,2301,ringsystems,Un8772
8777,c(:c:c(:n:c:1~[#7])~[#7]):n:1,3233,2302,ringsystems,Un8777
8779,c(:c:c(:c:c:1)~[#8]):n:1,3235,2303,ringsystems,Un8779
8782,C(C=CC-1~[#8])O-1,3236,2304,ringsystems,Un8782
8783,c(:n:n:c:1):c:1,3237,2305,ringsystems,Un8783
8788,c(:c(:c(:c(:c(:c:c(:c:1)~[#8])~[#8]):c:1:2)~[#8])~[#8]):o:2,3241,2306,ringsystems,Un8788
8789,[CH1]([CH1][CH1][CH1]-1)[OH0]-1,3242,2307,ringsystems,Un8789
8797,[CH0]([CH1][CH0][CH2][CH2]-1)[CH0]-1,3245,2308,ringsystems,Un8797
8802,c(:c:c:c:c:1:n:c:n:2):c:1:2,3248,2310,ringsystems,Un8802
8808,n(:c:n:c:1:c(:n:c:n:2)~[#8]):c:1:2,3251,2311,ringsystems,Un8808
8814,c(:n:c:n:c:1:n:c:n:2):c:1:2,3254,2312,ringsystems,Un8814
8820,c(:n:c:c:c:1~[#8])(:n:1)~[#7],3258,2313,ringsystems,Un8820
8834,[CH0]([CH2][CH2][CH0][CH1]-1)[CH2]-1,3262,2315,ringsystems,Un8834
8843,[CH0](=[CH1][CH0]([OH0]-1)~[#8])[CH2]-1,3266,2316,ringsystems,Un8843
8849,c(:c:n:c(:n:1)~[#8]):c:1~[#8],3269,2317,ringsystems,Un8849
8852,C(COc(:c:c:c:c:1):c:1-2)(C-2~[#8])~[#8],3271,2318,ringsystems,Un8852
8854,c(:c(:c:c(:c:c:c(:c:1)~[#8]):c:1:2)~[#8]):o:2,3272,2319,ringsystems,Un8854
8858,[CH2]([CH2][CH1][CH0][CH1]-1)[CH1]-1,3275,2320,ringsystems,Un8858
8860,c(:c(:c:c(:c:1:o:c:c:2):c:2~[#8])~[#8])(:c:1)~[#8],3276,2321,ringsystems,Un8860
8864,C(COc(:c:c:c:c:1):c:1-2)C-2~[#8],3278,2322,ringsystems,Un8864
8871,C(CC=CO-1)C-1,3282,2323,ringsystems,Un8871
8874,[CH0]([CH2][CH2][CH1]([CH0]-1)~[#8])[CH1]-1,3284,2324,ringsystems,Un8874
8881,C(COC-1~[#8])C-1,3286,2325,ringsystems,Un8881
8888,C(COC-1~[#8])(C-1~[#8])~[#8],3288,2326,ringsystems,Un8888
8889,n(:c:c:n:1):c:1~[#16],3289,2327,ringsystems,Un8889
8901,[CH1]([CH1][CH1][CH1][CH2]-1)[OH0]-1,3293,2328,ringsystems,Un8901
8903,c(:n:c:n:c:1:c:c:c:c:2)(:c:1:2)~[#8],3295,2329,ringsystems,Un8903
8908,[CH1]([CH1][CH1]([CH2][CH1]-1~[#8])~[#8])[OH0]-1,3298,2330,ringsystems,Un8908
8922,c1ccccc1-c,3301,2331,ringsystems,Un8922
8923,[cD2]1ccc[cD2]c1-c(c)c,3302,2332,ringsystems,Un8923
8924,"[C](-,=[C]-,=1)-,=[C](-,=[C]-,=2)-[C](-,=[C]-,=[C]-,=[C]-,=2-,=[O])-,=[C](-,=[C]-,=3)-,=[C]-,=1-,=[C](-,=[C]-,=4)-,=[C](-,=[C]-,=3)-,=[C]-,=[C]-,=4",3303,2333,ringsystems,Un8924
