dtxsid,aver_toxvalmgL,error,species_common,toxval_type,exactMass,molformula,aver_toxval_cm,weight
DTXSID0021387,1.2329144076787182,0.3408440524112178,fathead minnow,LC50stat,267.9460772,C9H7Cl3O3,-1.195132995563706,3.334841344536803
DTXSID6021406,0.027114954931698645,0.1713685715523963,fathead minnow,LC50stat,213.002184829,C6H3N3O6,-2.3012691032221197,5
DTXSID1021407,0.46470946285714637,0.1832769937857187,fathead minnow,LC50stat,227.002578753,C3H5N3O9,-1.8913213279564027,5
DTXSID1021409,-1.9238558278084716,0.28135064603766524,fathead minnow,LC50stat,368.022317,C18H16OSn,-4.489729983047422,3.9494018598512253
DTXSID1021877,1.937646412685504,0.15778608401613237,fathead minnow,LC50stat,80.0028925,C2H5ClO,0.034540723517563265,5
DTXSID7022253,-2.354582176699596,0.24625150949517963,fathead minnow,LC50stat,338.188194697,C22H26O3,-4.883740620093093,3.9494018598512253
DTXSID2022254,-0.6164220669589098,0.2934304683618502,fathead minnow,LC50stat,288.044130436,C9H21O2PS3,-3.0758810968591455,3.9494018598512253
DTXSID0022301,-2.9208187539523753,-0.2,fathead minnow,LC50stat,451.159514551,C26H23F2NO4,-5.575148874635164,3.334841344536803
DTXSID6022977,1.7767011839884108,-0.2,fathead minnow,LC50stat,292.090665483,C10H16N2O8,-0.6888164941970507,3.334841344536803
DTXSID1023815,1.8388490907372552,-0.2,fathead minnow,LC50stat,215.842155,C2H2Br2O2,-0.4952871776725622,3.334841344536803
DTXSID2023852,1.6232492903979006,-0.2,fathead minnow,LC50stat,77.9872424,C2H3ClO,-0.2687742737228938,3.334841344536803
DTXSID5023900,0.2787536009528289,0.11791167128335306,fathead minnow,LC50stat,290.137890456,C14H18N4O3,-2.1838508480890737,5
DTXSID7024035,1.255272505103306,0,fathead minnow,LC50stat,248.0006996,C10H10Cl2O3,-1.1391804008519062,5
DTXSID6024046,-0.5417730257250375,0.08525864438997675,fathead minnow,LC50stat,275.055874173,C10H14NO6P,-2.98119395002874,5
DTXSID1024047,2.691435152144062,-0.2,fathead minnow,LC50stat,196.033150606,C4H8N2O7,0.3991056322780933,3.334841344536803
DTXSID5024051,2.8048158774053964,0.24933472255600134,fathead minnow,LC50stat,180.091531405,C7H17O3P,0.5493225862990794,3.9494018598512253
DTXSID4024066,-0.2218487496163564,-0.2,fathead minnow,LC50stat,168.017106617,C6H4N2O4,-2.4472022511704794,3.334841344536803
DTXSID1024122,0.6573548464775869,0.7208029133688442,fathead minnow,LC50stat,169.01400936,C3H8NO5P,-1.5705678577549071,2.0505981401487743
DTXSID9024142,0.9024103393605811,0.39871869704352403,fathead minnow,LC50stat,222.034881937,C3H6N6O6,-1.4440108686158664,3.334841344536803
DTXSID1024209,0.5185139398778874,-0.2,fathead minnow,LC50stat,377.782577,C4H7Br2Cl2O4P,-2.0587279848904565,3.334841344536803
DTXSID0024216,0.995435702400743,0.018617371112018118,fathead minnow,LC50stat,228.9019599,C6H3Cl4N,-1.364213808797658,5
DTXSID3024237,1.1760912590556813,-0.2,fathead minnow,LC50stat,296.04650925,C4H8N8O8,-1.2952686855300442,3.334841344536803
DTXSID7024328,-0.7495799976911061,-0.2,fathead minnow,LC50stat,322.022740088,C8H20O5P2S2,-3.2574665387845396,3.334841344536803
DTXSID7024372,0.38021124171160603,0.14877748083760658,fathead minnow,LC50stat,227.017834893,C7H5N3O6,-1.9758487357077454,5
DTXSID5024760,1.4969384574706055,0.048847586376826346,fathead minnow,LC50stat,250.0752019,C9H16Cl2N4,-0.9011321706375518,5
DTXSID3024940,-0.2596373105057561,-0.2,fathead minnow,LC50stat,196.847575,C2HBr2N,-2.5537673795146274,3.334841344536803
DTXSID5025150,1.255272505103306,-0.2,fathead minnow,LC50stat,126.008195703,C2H7O4P,-0.8451262878938907,3.334841344536803
DTXSID8025208,1.7160033436347992,0,fathead minnow,LC50stat,358.116486308,C18H18N2O6,-0.838020971087747,5
DTXSID5025364,2.3324384599156054,-0.2,fathead minnow,LC50stat,58.005479304,C2H2O2,0.5689694401613551,3.334841344536803
DTXSID8025628,1.6985352749797045,6.148001516615353e-4,fathead minnow,LC50stat,152.058577506,C7H8N2O2,-0.4834756484051195,5
DTXSID7025631,1.3856062735983121,-0.2,fathead minnow,LC50stat,152.058577506,C7H8N2O2,-0.7964046497865118,3.334841344536803
DTXSID2025632,1.3944516808262162,-0.2,fathead minnow,LC50stat,152.058577506,C7H8N2O2,-0.7875592425586079,3.334841344536803
DTXSID7025633,1.4141301066507557,0.0035502426992891543,fathead minnow,LC50stat,152.058577506,C7H8N2O2,-0.7678808167340683,5
DTXSID2025634,1.3951777732071933,0.01606887040129283,fathead minnow,LC50stat,152.058577506,C7H8N2O2,-0.7868331501776308,5
DTXSID1026031,1.0086001717619175,0.2362650573008346,fathead minnow,LC50stat,288.13712474,C12H25NaO4S,-1.4509990463622964,3.9494018598512253
DTXSID4026139,1.276461804173244,-0.2,fathead minnow,LC50stat,228.072119568,C13H12N2S,-1.0816103944842697,3.334841344536803
DTXSID8026141,1.4771212547196624,-0.2,fathead minnow,LC50stat,91.993200543,C2H4O2S,-0.4866344739760768,3.334841344536803
DTXSID9026631,1.5403294747908738,0.004373483598329592,fathead minnow,LC50stat,140.0028925,C7H5ClO,-0.6058075336288794,5
DTXSID8027034,2.4471580313422194,-0.2,fathead minnow,LC50stat,151.048072394,C4H9NO5,0.268042843963908,3.334841344536803
DTXSID4027236,0.2670130530280675,0.0166036421048889,fathead minnow,LC50stat,182.032756681,C7H6N2O4,-1.99313649301054,5
DTXSID8027248,0.11394335230683679,0,fathead minnow,LC50stat,182.032756681,C7H6N2O4,-2.1462061937317705,5
DTXSID5027306,1.3710678622717363,-0.2,fathead minnow,LC50stat,157.962508811,C2H7O2PS2,-0.8274861604511712,3.334841344536803
DTXSID2027882,0.8061799739838872,-0.2,fathead minnow,LC50stat,836.17303536,C24H48N6O16S5,-2.1161161844670833,3.334841344536803
DTXSID1032309,0.45491168482545596,0.08057011708729209,fathead minnow,LC50stat,320.0582145,C14H18Cl2O4,-2.050317293296698,5
DTXSID5032361,0.25527250510330607,0.29728332065027263,fathead minnow,LC50stat,239.853389,C3H2Br2N2O,-2.124673354090526,3.9494018598512253
DTXSID2032392,0.8524799936368563,-0.2,fathead minnow,LC50stat,361.0717003,C18H16ClNO5,-1.7051134574452482,3.334841344536803
DTXSID4032459,-0.6020599913279624,-0.2,fathead minnow,LC50stat,260.012830307,C7H17O2PS3,-3.01705477004513,3.334841344536803
DTXSID3032464,-1.0725586532890374,0.8414611521571376,fathead minnow,LC50stat,371.935143,C11H15BrClO3PS,-3.643025868727617,1.8482055795536771
DTXSID1032484,1.5327543789924978,-0.2,fathead minnow,LC50stat,465.989725882,C16H20O6P2S3,-1.1356219625002013,3.334841344536803
DTXSID6032518,0.9637878273455552,-0.2,fathead minnow,LC50stat,185.8767624,C3Cl2OS2,-1.3054372719892506,3.334841344536803
DTXSID4032534,0.16136800223497488,-0.2,fathead minnow,LC50stat,274.0396719,C15H11ClO3,-2.2764454366441003,3.334841344536803
DTXSID5032579,0.04335783197244128,0.0027791372767188294,fathead minnow,LC50stat,355.0144911,C13H16Cl3NO4,-2.5068882486215878,5
DTXSID4032667,-3.638272163982407,0.07951752282409848,fathead minnow,LC50stat,419.1288213,C25H22ClNO3,-6.260619690006371,5
DTXSID8034324,0.4623979978989561,-0.2,fathead minnow,LC50stat,298.054100523,C12H15N2O3PS,-2.0118971031776685,3.334841344536803
DTXSID5034775,-0.5686362358410126,-0.2,fathead minnow,LC50stat,373.9466856,C12H14Cl3O3PS,-3.1414459241371704,3.334841344536803
DTXSID6034920,-2.5528419686577806,-0.2,fathead minnow,LC50stat,148.99112921,C5H4NNaOS,-4.726002380359766,3.334841344536803
DTXSID1034973,1.6434526764861874,-0.2,fathead minnow,LC50stat,329.199093733,C20H27NO3,-0.8740059544668668,3.334841344536803
DTXSID5035957,-2.96657624451305,-0.2,fathead minnow,LC50stat,433.064777,C22H18Cl2FNO3,-5.603129106662171,3.334841344536803
DTXSID6037514,1.0755469613925308,-0.2,fathead minnow,LC50stat,314.09192533,C14H19O6P,-1.4215098103141561,3.334841344536803
DTXSID0038881,2.2174839442139063,0,fathead minnow,LC50stat,350.0337223,C16H11N2NaO4S,-0.326625942145838,5
DTXSID0039223,0.07918124604762482,-0.2,fathead minnow,LC50stat,190.077598873,C7H14N2O2S,-2.1997496911276704,3.334841344536803
DTXSID5039224,1.6344772701607315,-0.2,fathead minnow,LC50stat,44.026214749,C2H4O,-0.00923407747709435,3.334841344536803
DTXSID2039336,-1.0969100130080565,-0.2,fathead minnow,LC50stat,302.188194697,C19H26O3,-3.577187507166939,3.334841344536803
DTXSID8040270,-0.7825160557860937,-0.2,fathead minnow,LC50stat,295.971419725,C14H4N2O2S2,-3.2537658315241034,3.334841344536803
DTXSID7040281,-0.2502636844309389,0.13900452407411631,fathead minnow,LC50stat,365.0585488,C18H17Cl2NO3,-2.812626207467149,5
DTXSID7040283,0.1624291940994338,0.027456099081330797,fathead minnow,LC50stat,266.0265204,C14H12Cl2O,-2.262495739859664,5
DTXSID1040291,-0.08618614761628333,-0.2,fathead minnow,LC50stat,246.06405681,C12H10N2O4,-2.4772343274746564,3.334841344536803
DTXSID6040294,0.556964994597057,0.8243650143278661,fathead minnow,LC50stat,227.0937732,C9H14ClN5,-1.799240231644015,1.8482055795536771
DTXSID6040296,0.9294189257142927,-0.2,fathead minnow,LC50stat,223.9198624,C7H3Cl3O2,-1.4206736928675223,3.334841344536803
DTXSID3040306,0.2304489213782739,-0.2,fathead minnow,LC50stat,413.8553749,C11H8Cl6O4,-2.3863996785438166,3.334841344536803
DTXSID6040321,1.0791812460476249,0.17343193013522898,fathead minnow,LC50stat,226.9783716,C7H7ClNNaO2S,-1.2768032299019536,5
DTXSID4040349,0,-0.2,fathead minnow,LC50stat,368.0348922,C15H19Cl3O4,-2.5658889946832244,3.334841344536803
DTXSID7041708,2.113943352306837,-0.2,fathead minnow,LC50stat,448.08173512,C20H17N4NaO5S,-0.5374138890883199,3.334841344536803
DTXSID5041728,2.0969100130080562,0,fathead minnow,LC50stat,680.09874472,C30H26N4Na2O8S2,-0.7356619602476511,5
DTXSID9041730,0,0,fathead minnow,LC50stat,296.11609238,C17H16N2O3,-2.471462009692331,5
DTXSID9041784,0.4471580313422192,-0.2,fathead minnow,LC50stat,296.9627583,C8H9ClNO5PS,-2.025543957103156,3.334841344536803
DTXSID8042210,3.030194785356751,-0.2,fathead minnow,LC50stat,85.089149358,C5H11N,1.1003206033496713,3.334841344536803
DTXSID0042373,2.0827853703164503,0.09654801612151173,fathead minnow,LC50stat,286.132364645,C8H24N4O3P2,-0.37378161363971074,5
DTXSID6044068,1.1746193313440636,0.006162599574839008,fathead minnow,LC50stat,197.043655717,C7H7N3O4,-1.119943124952435,5
DTXSID0044151,1.328374817138971,0.0028835195255774845,fathead minnow,LC50stat,183.028005653,C6H5N3O4,-0.9341427303509516,5
DTXSID2044711,1.0791812460476249,0,fathead minnow,LC50stat,416.04428698,C20H13N2NaO5S,-1.5399583167120783,5
DTXSID5052092,0.505149978319906,0,fathead minnow,LC50stat,372.1604558,C21H25ClN2O2,-2.065580246626835,5
DTXSID5052597,2.8129133566428557,-0.2,fathead minnow,LC50stat,206.079038171,C8H14O6,0.4988795379332562,3.334841344536803
DTXSID6058005,0.17782497186468177,-0.2,fathead minnow,LC50stat,359.127917939,C16H20F3N3OS,-2.3774241958221527,3.334841344536803
DTXSID0058223,-0.11350927482751812,-0.2,fathead minnow,LC50stat,301.170273827,C16H20FN5,-2.592321378644363,3.334841344536803
DTXSID5060140,1.608526033577194,-0.2,fathead minnow,LC50stat,121.936728,C2H3BrO,-0.47760850358558077,3.334841344536803
DTXSID1060550,0,-0.2,fathead minnow,LC50stat,240.997099449,C7H3N3O7,-2.382011815600286,3.334841344536803
DTXSID4061969,0.7781512503836436,0,fathead minnow,LC50stat,461.02936519,C20H12N3NaO7S,-1.8855773382029977,5
DTXSID9063617,4.14921911265538,-0.2,fathead minnow,LC50stat,160.073558866,C7H12O4,1.9448995120724104,3.334841344536803
DTXSID8074312,0.8388490907372553,0,fathead minnow,LC50stat,197.043655717,C7H7N3O4,-1.4557133655592434,5
DTXSID7075391,1.8388490907372552,-0.2,fathead minnow,LC50stat,158.017935695,C7H4F2O2,-0.35985729325063376,3.334841344536803
DTXSID90197716,1.6637009253896482,-0.2,fathead minnow,LC50stat,153.042593089,C7H7NO3,-0.5211113901940392,3.334841344536803
DTXSID60204744,-0.07683144393509735,0.04394520629865712,fathead minnow,LC50stat,197.043655717,C7H7N3O4,-2.371393900231596,5
DTXSID80210605,0.8976270912904415,-0.2,fathead minnow,LC50stat,196.048406746,C8H8N2O4,-1.3947362259184333,3.334841344536803
DTXSID40210803,1.3482655599848035,0.0082630789550524,fathead minnow,LC50stat,182.032756681,C7H6N2O4,-0.9118839860538039,5
DTXSID00220261,1.6720978579357175,-0.2,fathead minnow,LC50stat,153.042593089,C7H7NO3,-0.5127144576479699,3.334841344536803
DTXSID5024001,2.5267313024627276,0.0909810318263646,fathead minnow,LC50stat,163.940779,C3H3Cl2NaO2,0.31204430806324507,5
DTXSID3024075,1.146128035678238,-0.2,fathead minnow,LC50stat,341.936724,C12H12Br2N2,-1.3878177108453527,3.334841344536803
DTXSID9027360,1.608526033577194,-0.2,fathead minnow,LC50stat,78.042927441,CH6N2O2,-0.2838075181194934,3.334841344536803
DTXSID0034649,0.9731278535996987,0.8838425847216809,fathead minnow,LC50stat,228.087508653,C6H17N2O5P,-1.3849736479346417,1.8482055795536771
DTXSID7034834,-1.2218487496163564,-0.2,fathead minnow,LC50stat,158.95787304,C3H6KNS2,-3.4231307926136156,3.334841344536803
DTXSID1041899,2.6452399066653367,0.1981170766179831,fathead minnow,LC50stat,230.01671192,C8H8Na2O5,0.28348051573048477,5
DTXSID5052836,4.576341350205793,-0.2,fathead minnow,LC50stat,150.052823422,C5H10O5,2.4000971786018126,3.334841344536803
DTXSID4064925,2.5121401880235403,0.22621430619540006,fathead minnow,LC50stat,213.02493126,C6H8NNaO6,0.1837097541856275,3.9494018598512253
DTXSID9073919,0.505149978319906,-0.2,fathead minnow,LC50stat,198.027671301,C7H6N2O5,-1.79157590211164,3.334841344536803
DTXSID5074428,1.0452524707120217,0.01106759683207371,fathead minnow,LC50stat,197.043655717,C7H7N3O4,-1.2493099855844771,5
DTXSID40200643,0.38021124171160603,0,fathead minnow,LC50stat,197.043655717,C7H7N3O4,-1.9143512145848927,5
DTXSID40220624,1.0863598306747482,0,fathead minnow,LC50stat,197.043655717,C7H7N3O4,-1.2082026256217504,5
DTXSID20285438,1.462397997898956,-0.2,fathead minnow,LC50stat,126.008195703,C2H7O4P,-0.6380007950982406,3.334841344536803
DTXSID10858736,1.6283889300503116,-0.2,fathead minnow,LC50stat,141.985352257,C2H7O3PS,-0.5238546131913316,3.334841344536803
DTXSID1020691,1.505149978319906,-0.2,fathead minnow,LC50stat,222.173213336,C13H22N2O,-0.8415417180417869,3.334841344536803
DTXSID0024896,2.7993405494535817,0.22100457217530076,fathead minnow,LC50stat,265.0272487,C10H13Cl2NO3,0.3760500213595075,3.9494018598512253
DTXSID1028992,0.004321373782642578,-0.2,fathead minnow,LC50stat,243.256214,C15H33NO,-2.38174256938772,3.334841344536803
DTXSID8034241,3.3384564936046046,-0.2,fathead minnow,LC50stat,279.0428987,C11H15Cl2NO3,0.8927855188739348,3.334841344536803
DTXSID8034821,2.303196057420489,-0.2,fathead minnow,LC50stat,277.8818919,C6H2Cl3KN2O2,-0.14066418959388177,3.334841344536803
DTXSID0059792,2.0791812460476247,-0.2,fathead minnow,LC50stat,346.1224578,C10H30Cl4N4,-0.4600485329118959,3.334841344536803
DTXSID6075140,-0.9604093769761877,0.055989596023075995,fathead minnow,LC50stat,227.017834893,C7H5N3O6,-3.3164693543955392,5
DTXSID20190351,0.6434526764861874,-0.2,fathead minnow,LC50stat,239.9414706,C7H6Cl2O3S,-1.7366526398277098,3.334841344536803
DTXSID70291584,-0.7958800173440752,-0.2,fathead minnow,LC50stat,209.007270209,C7H3N3O5,-3.1160414104251575,3.334841344536803
DTXSID40406724,0.3010299956639812,-0.2,fathead minnow,LC50stat,237.9974338,C7H2N4O6,-2.075542278650901,3.334841344536803
DTXSID50858750,1.380211241711606,-0.2,fathead minnow,LC50stat,202.156894568,C11H22O3,-0.9254773158392499,3.334841344536803
DTXSID20858803,1.5440680443502757,-0.2,fathead minnow,LC50stat,206.061280105,C8H14O4S,-0.7699283490954715,3.334841344536803
DTXSID8022163,0.750392586458728,0.6444911835166407,fathead minnow,LC50stat,300.208930142,C20H28O2,-1.7270310203482895,2.284243204388029
DTXSID0023296,1.4146518864155126,0.33737567466050733,fathead minnow,LC50stat,319.0909965,C16H18ClN3S,-1.0892626638590628,3.334841344536803
DTXSID9027815,2.278753600952829,-0.2,fathead minnow,LC50stat,362.028675,C10H16FeN3O8,-0.2799893698595111,3.334841344536803
DTXSID0034302,2.7371926427047373,0.29526926777058343,fathead minnow,LC50stat,356.0461256,C13H19Cl3N2O3,0.18568637845117525,3.9494018598512253
DTXSID6035491,0.7160033436347992,-0.2,fathead minnow,LC50stat,305.284928,C18H40ClN,-1.7687020199563297,3.334841344536803
DTXSID6037512,-2.677780705266081,-0.2,fathead minnow,LC50stat,304.9178278,C7H7Cl3NO4P,-5.1619635225104945,3.334841344536803
DTXSID4040264,-1.6989700043360187,-0.2,fathead minnow,LC50stat,285.8289474,C6Cl5NaO,-4.155076214303437,3.334841344536803
DTXSID0044157,-0.6108339156354675,-0.2,fathead minnow,LC50stat,292.0250845,C13H9ClN2O4,-3.0762540739058943,3.334841344536803
DTXSID10186748,-0.494850021680094,-0.2,fathead minnow,LC50stat,274.028480372,C8H19O2PS3,-2.9326457240100376,3.334841344536803
DTXSID3020338,-0.9750035715399288,0.023187808594679744,fathead minnow,LC50stat,387.038876,C15H15Cl2N3O5,-3.5627581613245107,5
DTXSID6023810,0.39195178963636745,0.2656342888767874,fathead minnow,LC50stat,447.2904073,C27H42ClNO2,-2.258637794649973,3.9494018598512253
DTXSID8024365,0.12057393120584989,-0.2,fathead minnow,LC50stat,317.8939533,C10H7Cl5O,-2.38170833601871,3.334841344536803
DTXSID2024903,0.7923916894982539,0,fathead minnow,LC50stat,622.04564652,C28H20N2Na2O8S2,-2.001430565456841,5
DTXSID1025512,-0.9208187539523752,0,fathead minnow,LC50stat,364.1706265,C23H25ClN2,-3.4821236672305482,5
DTXSID6034899,0.785329835010767,-0.2,fathead minnow,LC50stat,541.9040477,C19H11Cl4N2NaO5S,-1.9485925599344698,3.334841344536803
DTXSID0040339,-3.0969100130080562,-0.2,fathead minnow,LC50stat,364.203844762,C24H28O3,-5.658254539173457,3.334841344536803
DTXSID9044166,-2.3655227298392685,0.1908901723198464,fathead minnow,LC50stat,419.7770363,C10H4Cl8O,-4.988541406865608,5
DTXSID4044167,-0.11918640771920865,0.14391742026378213,fathead minnow,LC50stat,365.0585488,C18H17Cl2NO3,-2.681548930755419,5
DTXSID7044920,0.622756333907075,0.02926904836690068,fathead minnow,LC50stat,681.07286432,C32H21N5Na2O6S2,-2.2104372433203974,5
DTXSID8046666,-1.3279021420642825,0,fathead minnow,LC50stat,357.220497874,C24H27N3,-3.880838513496232,5
DTXSID2058207,-0.040958607678906384,-0.2,fathead minnow,LC50stat,331.14961857,C18H19F2N3O,-2.560982866826151,3.334841344536803
DTXSID5065431,1.3617278360175928,0,fathead minnow,LC50stat,686.05516583,C28H24N4Na2O8S3,-1.474631202797454,5
DTXSID3075121,-2.0915149811213505,-0.2,fathead minnow,LC50stat,396.0643625,C18H18Cl2N2O4,-4.689280747873312,3.334841344536803
DTXSID90858810,0.13033376849500614,-0.2,fathead minnow,LC50stat,334.1699578,C20H27ClO2,-2.3936336353264513,3.334841344536803
DTXSID50858811,-0.17392519729917355,-0.2,fathead minnow,LC50stat,368.1309855,C20H26Cl2O2,-2.7399275707505235,3.334841344536803
DTXSID9020112,1.6325954183920077,0.2402967995265782,bluegill,LC50stat,215.0937732,C8H14ClN5,-0.7000324196847959,2.729695190827301
DTXSID3020122,-1.3313126643358635,0.4394492495856874,bluegill,LC50stat,317.005770604,C10H12N3O3PS2,-3.8323798322907257,2.204396120752914
DTXSID5020154,-0.14686011762055318,-0.2,bluegill,LC50stat,218.0498427,C13H11ClO,-2.4854158953323755,2.4224149331700895
DTXSID3020205,1.6096390241566862,-0.2,bluegill,LC50stat,312.136159124,C19H20O4,-0.884705057864615,2.4224149331700895
DTXSID9020243,-0.4535646080780675,0.19753611134486712,bluegill,LC50stat,298.9341328,C9H8Cl3NO2S,-2.9291401144200013,3.254994260901688
DTXSID9020247,0.9423030267510266,0.5046014712083516,bluegill,LC50stat,201.078978598,C12H11NO2,-1.361063643765728,2.035287591877763
DTXSID9020249,-0.08483595363893298,0.5649904738856644,bluegill,LC50stat,221.105193347,C12H15NO3,-2.429434897101665,2.035287591877763
DTXSID0020311,1.5141676999866438,0.09372122581358697,bluegill,LC50stat,198.0559907,C9H11ClN2O,-0.7826202832778004,3.254994260901688
DTXSID9020407,-0.39686971598657655,0.3439514622286345,bluegill,LC50stat,304.101050716,C12H21N2O3PS,-2.879887636687672,2.4224149331700895
DTXSID0020440,0.3773027295640994,0.3260703769250637,bluegill,LC50stat,233.9850495,C9H8Cl2O3,-1.991885379439718,2.4224149331700895
DTXSID0020442,2.262827660015873,0.09507991490018873,bluegill,LC50stat,219.9693995,C8H6Cl2O3,-0.07953460920348059,3.254994260901688
